35081,25633
22997,1296
28058,28053
1288,6527
42622,45895
35081,6527
7920,19594
35146,25633
7796,28890
10900,10564
24833,18357
45449,33595
46635,33595
7786,24606
13244,29260
27541,7318
1288,25633
32567,1219
42622,7786
18391,7596
33307,1288
7114,1288
7677,18054
35954,7786
39418,39403
18032,7456
7442,7104
40507,10564
25404,25368
10709,3495
13364,1296
45895,7596
36989,36942
7867,25633
5216,38770
30375,16595
25125,3892
16602,20951
35972,10900
6903,7623
3772,10900
4679,7786
24833,25368
1219,25633
7749,7796
8364,29260
1288,22741
39445,7786
23476,32567
27541,1288
19277,21643
33703,7796
7786,7796
7677,7796
7456,7796
18032,1288
7920,18054
18054,25677
47095,7677
33307,7786
18459,35099
1288,24606
40768,7786
35954,35972
34969,7786
24833,7442
25677,25633
43915,7796
20746,7786
24833,40507
259,1288
2331,32567
33595,10796
17122,31587
46659,30244
26774,7596
41987,6903
16928,24606
13403,24833
10217,7796
35868,24833
24606,17096
30403,25633
13614,1288
22997,25633
24833,7535
18911,7786
531,7796
36142,7677
39445,7442
20857,25633
33703,33595
7442,8072
6527,25633
19561,7796
13244,7749
18911,17354
10864,7796
7104,1288
37805,33595
1296,7796
7796,17096
37791,33595
27410,37791
7677,18393
7920,2331
30244,8004
28058,45922
35231,36142
39336,18357
19352,10564
3495,28914
39418,10796
6713,1288
35007,15830
21049,32567
40616,35099
13244,7786
18459,10564
24872,1288
7442,21287
33595,7596
37791,7786
21518,10564
30375,40768
24091,35831
7867,37962
10709,10564
36989,2331
1288,43834
19040,13614
7677,7596
38484,24833
7456,1288
34896,43834
6713,6640
10709,10900
43834,7318
8333,10935
22752,7786
6713,42025
3495,24606
10217,25605
4938,29705
32523,25633
35628,1288
29007,468
35954,35946
40768,10796
25368,8408
45604,7442
8364,7318
3388,7596
25368,35099
7867,7796
40507,35099
7615,7456
35104,18357
3495,35381
25125,7867
35954,35954
14270,29260
8373,7596
38870,32523
30562,17354
7442,25633
29705,31587
35686,1288
29007,7796
34969,33595
7456,1296
17695,25592
7677,19560
7615,25633
16928,40768
28280,7867
35972,10564
35954,10935
44217,7796
35081,18357
35954,7796
1288,7318
7796,7596
45394,7318
18459,40507
6389,7796
35628,25633
33703,10796
7749,10564
32523,45580
4002,36989
2331,1288
28839,7796
17940,1288
40169,25368
21820,37162
28839,45394
4002,27608
40264,10900
34793,29007
5270,1219
39445,7596
27513,7318
10217,1288
40264,7796
10887,10796
18911,33595
39445,7796
33381,33595
21897,28914
16595,7796
5216,30244
6239,7796
3974,31940
28839,7442
7677,1296
18459,24833
24091,16595
16580,28914
18224,30244
35686,7786
44962,10900
6903,35831
7442,17096
20951,21028
47305,7596
25605,25633
7442,7796
34793,7786
35972,31940
6903,7796
13364,1288
7786,7596
29007,11864
35127,7442
7442,1296
31587,21287
1288,31587
29007,29038
7104,25633
28560,24833
30375,10796
2331,45394
27541,40507
16580,4938
22752,6903
8333,1296
26842,7796
24872,3495
30375,8824
24833,3495
13034,25605
7677,7786
34665,45394
18357,18500
35127,35099
21049,8408
38306,33595
29038,7796
10796,7796
29260,7596
3892,21028
11059,29260
17354,7796
24454,37791
8072,7796
1288,32618
30887,6903
30568,32523
22752,37791
24833,7596
47129,7677
7749,10564
7114,7442
8333,7796
34793,7596
35690,1288
35127,35109
6903,33595
2331,6527
22752,10796
39445,10796
30215,1288
21534,46186
47342,1288
7881,29260
30061,7749
37162,7596
36142,38728
29260,8004
23629,33595
1288,531
33595,7300
4002,36942
28914,25633
40169,7796
33314,7796
17354,7786
35868,3495
39991,25677
38484,13403
19594,7786
7920,7786
4631,7796
10935,10900
1219,3380
18332,13614
46188,7596
30215,7796
10217,7867
10185,25633
2331,7442
21848,7596
13364,35638
25659,33595
7796,13034
39418,29007
38484,28058
37805,7786
34757,7300
16928,13034
19040,32567
10915,10796
26757,17354
31584,33595
37499,29260
10915,35972
14270,26561
27541,21304
7442,7300
13244,8072
13034,25633
15929,35099
19040,3495
8333,2331
7456,7535
40616,35146
35104,18500
35638,1288
35231,7677
3967,7786
16602,10564
1288,13034
24359,1288
39403,33595
22863,29260
7596,3380
41736,10564
45922,24833
30375,1288
